title,genres,keywords,cast,director,popularity
Close Encounters of the Third Kind,"science fiction, drama","indiana, obsession, extraterrestrial technology, evacuation, blackout, flying saucer, secret base, light, contact, beguilement, exchange, ufo, alien, vision, missing person, mother ship, escapade, obsessive quest, life turned upside","richard dreyfuss, françois truffaut, teri garr, melinda dillon, bob balaban, j. patrick mcnamara, warren j. kemmerling, cary guffey, justin dreyfuss, lance henriksen, merrill connally, amy douglass, gene dynarski, carl weathers, norman bartold, f.j. o'neil, hal barwood, phil dodds, matthew robbins, david anderson, gene rader, daniel nunez, chuy franco, luis contreras, galen thompson, john dennis johnston, robert broyles, monty jordan, basil hoffman, stephen powers, george dicenzo, alexander lockwood, roberts blossom, josef sommer, bill thurman, james keane, j. allen hynek, howard k. smith, adrienne campbell, philip dodds, shawn bishop, mary gafrey, michael j. dyer, roger ernest, randy hermann, richard l. hawkins, craig shreeve, roy e. richards, eumenio blanco, dennis mcmullen, cy young, tom howard, richard stuart, bob westmoreland, matt emery, john ewing, kirk raymond, keith atkinson, bennett wayne dean sr.",steven spielberg,52.456505
Pulse,"horror, thriller","suicide, hacker, death friend, website, remake","kristen bell, ian somerhalder, christina milian, rick gonzalez, jonathan tucker, samm levine, octavia spencer, ron rifkin, joseph gatt, kel o'neill, zach grenier, riki lindhome, john burke, mike j. regan, steve tom",jim sonzero,9.662715
Beverly Hills Cop II,"action, comedy, crime","smuggling arms, detective, intensive care, undercover, strip club, armored car, investigation, police, swimming pool, sequel, shootout, gunfight, los angeles, explosion, violence, car chase, detroit, horse track, beverly hills, buddy cop, oil field, cement truck, playboy mansion, shooting range","eddie murphy, judge reinhold, john ashton, ronny cox, paul reiser, gilbert r. hill, brigitte nielsen, dean stockwell, jürgen prochnow, allen garfield, paul guilfoyle, robert ridgely, chris rock, gilbert gottfried, brian o'connor, alice adair, eugene butler, peggy mcintaggart, darryl henriques, tom lister jr., rebecca ferratti, kymberly herrin, hugh m. hefner, carrie leigh, teal roberts, ola ray, kopi sotiropulos",tony scott,25.28436
Bringing Down the House,comedy,"prison, ex-boyfriend, support, escape, lawyer","steve martin, queen latifah, eugene levy, joan plowright, jean smart, kimberly j. brown, missi pyle, angus t. jones, michael rosenbaum, betty white, steve harris, jim haynie, aengus james, jernard burks, bronzell miller, michael ensign, matt lutz, randy oglesby, jesse corti, smalls, victor webster, teddy lane jr., vincent m. ward, tracey cherelle jones, josh waters, anne fletcher, john prosky, alonzo bodden, seth howard, diana carreno, tim stevenson, eddie garcia, sundy carter, anne bellamy, robin michelle mcclamb, walter addison, gina morelli, seth altschull, deezer d, kelly price, candace jackson, erika nuri, faida amana brigham, aminah abdul-jillil, barry lee youngblood, cris judd , oscar orosco, garland spencer, montrose hagins, laura grady, erik betts, christianna carmine, wahayn inello clayton, joseph j. dawson, paul hopkins, daymond johnson, michelle mcginty, lucas meyers, bibi nshimba",adam shankman,8.351385
The Silence of the Lambs,"crime, drama, thriller","based novel, psychopath, horror, suspense, serial killer, psychological thriller, cannibal, fbi agent, animal cast credits, cannibalism","jodie foster, anthony hopkins, scott glenn, ted levine, anthony heald, brooke smith, diane baker, kasi lemmons, frankie faison, tracey walter, charles napier, danny darst, alex coleman, dan butler, paul lazar, ron vawter, roger corman, lawrence a. bonney, lawrence t. wrentz, don brockett, frank seals jr., stuart rudin, masha skorobogatov, jeffrie lane, leib lensky, george 'red' schwartz, jim roche, james b. howard, bill miller, chuck aber, gene borkan, pat mcnamara, kenneth utt, darla, adelle lutz, obba babatundé, george michael, jim dratfield, stanton-miranda, rebecca saxon, cynthia ettinger, brent hinkley, steve wyatt, david early, andre b. blake, bill dalzell, chris isaak, daniel von bargen, tommy lafitte, josh broder, buzz kilman, harry northup, lauren roselli, maria skorobogatov, lamont arnold, john hall, ted monte, george a. romero, john w. iwanonkiw",jonathan demme,18.174804
Wayne's World,"music, comedy","tv show, heavy metal, television producer, woman director","mike myers, dana carvey, rob lowe, tia carrere, lara flynn boyle, chris farley, brian doyle-murray, michael deluise, donna dixon, meat loaf, robert patrick, alice cooper, ed o'neill, colleen camp, lee tergesen, kurt fuller, mike hagerty, charles noland",penelope spheeris,21.815122
Jackass 3D,"comedy, documentary, action","pain, stunts, stuntman, stupidity, comedy, duringcreditsstinger, 3d","johnny knoxville, bam margera, ryan dunn, steve-o, chris pontius, jason acuña, preston lacy, ehren mcghehey, dave england, phil margera, april margera, loomis fall, jeff tremaine, brandon novak, tony hawk, eric koston, spike jonze, trip taylor, rick kosick, dimitry elyashkevich, greg iguchi, manny puig, erik roner, judd leffew, lance bangs, gregory j. wolf, josh brown, mat hoffman, rake yohn, omar von muller, jukka hilden, jarno leppälä, hannu-pekka parviainen, jarno laasala, sean cliver, andy bell, jess margera, kerry getz, brandon dicamillo, mark zupan, stevie lee, priya swaminathan",jeff tremaine,20.99174
Jaws 2,"horror, thriller","mayor, island, police chief, sailing, boat accident, dying death, panic, current, aggression animal, sequel, rescue, teenager, shark, great white shark, high-tension current, tourism","roy scheider, lorraine gary, murray hamilton, joseph mascolo, jeffrey kramer, collin wilcox paxton, ann dusenberry, mark gruner, barry coe, susan french, gary springer, donna wilkes, gary dubin, john dukakis, g. thomas dunlop, keith gordon, david elliott, marc gilpin, billy van zandt, martha swatek",jeannot szwarc,19.636044
Beverly Hills Chihuahua,"adventure, comedy, family","dog dirt, chihuahua, pinata, potted plant, duringcreditsstinger","drew barrymore, piper perabo, andy garcía, george lopez, paul rodríguez, plácido domingo, edward james olmos, loretta devine, jamie lee curtis, luis guzmán, eddie 'piolin' sotelo, carlos juvera",raja gosnell,12.25264
The Conjuring,"horror, thriller","sister sister relationship, exorcism, rhode island, based true story, farmhouse, paranormal investigation, ghost, supernatural power, paranormal investigator, annabelle","patrick wilson, vera farmiga, lili taylor, ron livingston, shanley caswell, hayley mcfarland, joey king, mackenzie foy, kyla deaver, shannon kook, john brotherton, sterling jerins, marion guyot, morganna bridgers, amy tipton, zach pappas, joseph bishara, rose bachtel, james d. nelson, christof veillon, carmella gioio, steve coulter, lorraine warren",james wan,49.975409
Are We There Yet?,"adventure, comedy, family, romance","car journey, macho, road trip, children, pretty woman, trouble","ice cube, nia long, aleisha allen, philip bolden, jay mohr, m.c. gainey, henry simmons, ray galletti, viv leacock, sean millington, c. ernst harth, tim perez, david mackay",brian levant,13.590677
School of Rock,"comedy, music","rock roll, rock, high school, music band","jack black, joan cusack, mike white, sarah silverman, adam pascal, lucas papaelias, chris stack, joey gaydos jr., lucas babin, jordan-claire green, veronica afflerbach, miranda cosgrove, kevin alexander clark, robert tsai, maryam hassan, angelo massagli, caitlin hale, cole hawkins, brian falduto, james hosey, aleisha allen, zachary infante, rebecca brown, jaclyn neidenthal, suzzanne douglas, eron otcasek, carlos velazquez, kimberly grigsby, lee wilkof, kate mcgregor-stewart, wally dunn, tim hopper, michael dominguez-rudolph, crash cortez, nicky katt, john highsmith, heather goldenhersh, timothy ""speed"" levitch, scott graham, sharon washington, kim brockington, marty murphy, kathleen mcnenny, joanna adler, robert lin, barry shurchin, macintyre dixon, amy sedaris, mary fortune, mandy siegfried, elisa pugliese, carlos j. da silva, ian o'malley, chris line, kyle meaney, frank whaley, lauren adler, kelly anne burns, leanne cabrera, catherine a. callahan, cedric cannon, mike clemente, anivile daniel, jane denoble, riley g. matthews jr., jada montemarano, mateo moreno, lian moy, karen nazarov, ryan o'connor, scott ross, caileigh scott, johnny sullivan, jamie vergan, joe wachowski",richard linklater,43.057323
Mortal Kombat,"action, fantasy","martial arts, monster, island, gore, sorcerer, tournament, violence, based video game, hand hand combat","christopher lambert, robin shou, linden ashby, cary-hiroyuki tagawa, bridgette wilson, talisa soto, trevor goddard, chris casamassa, françois petit, keith cooke, ed boon",paul w.s. anderson,16.470895
White Chicks,comedy,"undercover, fbi, fish water, high society, buddy cop, crossdressing","shawn wayans, marlon wayans, jaime king, frankie faison, maitland ward, anne dudek, lochlyn munro, john heard, busy philipps, terry crews, brittany daniel, eddie velez, jessica cauffiel, rochelle aytes, jennifer carpenter",keenen ivory wayans,28.703007
The Descendants,"comedy, drama","hawaii, father-in-law, daughter, cheating wife, beach house, boating accident, estate, dying mother, beautiful girl, teenage daughter, trustee, trust fund, wild girl, wild child, realtor","george clooney, shailene woodley, amara miller, nick krause, robert forster, judy greer, beau bridges, matthew lillard, rob huebel, mary birdsong, matt corboy, michael ontkean, patricia hastie, kim gennaula, grace a. cruz, karen kuioka hironaga, carmen kaichi",alexander payne,40.903931
Holes,"adventure, family, drama, comedy","curse, suitor, false accusations, reference annabel lee, digging, baseball player, mountain climbing","sigourney weaver, jon voight, tim blake nelson, patricia arquette, shia labeouf, khleo thomas, jake m. smith, byron cotton, brenden richard jefferson, eartha kitt, siobhan fallon, max kasch, noah poletiek, zane holtz, steven kozlowski, jim wilkey, roma maffia, ray baker, alex daniels, tom brainard, haleigh ann trickett, henry winkler, damien luvara",andrew davis,22.001408
The Last Song,"drama, family, romance","brother sister relationship, new love, daughter, summer vacation, woman director","miley cyrus, greg kinnear, bobby coleman, liam hemsworth, hallock beals, kelly preston, nick lashaway, carly chaikin, kate vernon, melissa ordway, nick searcy, adam barnett, brandon cyrus, lance e. nichols",julie anne robinson,23.139971
12 Years a Slave,"drama, history","whip, kidnapping, slavery, plantation, night shift, violin player, physical abuse, cotton, slave owner, 19th century, sold slavery, abolitionist","chiwetel ejiofor, michael fassbender, lupita nyong'o, benedict cumberbatch, paul dano, sarah paulson, adepero oduye, scoot mcnairy, paul giamatti, brad pitt, michael kenneth williams, alfre woodard, chris chalk, taran killam, bill camp, kelsey scott, bryan batt, quvenzhané wallis, garret dillahunt, dwight henry, dickie gravois, ashley dyke, cameron zeigler, tony bentley, christopher berry, mister mackey jr., craig tate, storm reid, tom proctor, marc macaulay, vivian fleming-alvarez, douglas m. griffin, john mcconnell, marcus lyle brown, richard holden, rob steinberg, anwan glover, james c. victor, liza j. bennett, nicole collins, j.d. evermore, andy dylan, deneen tyler, mustafa harris, gregory bright, austin purnell, thomas francis murphy, andre shanks, kelvin harrison, scott m. jefferson, isaiah jackson, topsy chapman, devin maurice evans, jay huguley, devyn a. tyler, willo jean-baptiste, jason ament, jon arthur, sean paul braud, blake burt, carroll burt, joseph randy causin, edward j. clare, jj coker, haylie creppel, justin edward davis, emily d. haley, jim johnson, mark joyce, john c. klein, cynthia leblanc, elton leblanc, gerard 'jerry' lewis, kevonte mcdonald, ritchie montgomery, myesha-tiara, jason owen, shawn parsons, haley powell, wayne pére, terrell ransom jr., erin rementer, andre robinson, corrina roshea, katherine jeanie russell, jarett shorts, chaz smith, tyler soerries, tre tureaud, justin christopher vaughn, bob walker, caroline grace williamson, timothy wyant",steve mcqueen,95.9229
Drumline,"drama, romance, comedy, music","music rehearsal, fraternity initiation, television broadcast, white male pretending black, sorority party, push ups","nick cannon, zoe saldana, orlando jones, leonard roberts, gq, earl poitier, jason weaver, candace carey, shay roundtree, miguel a. gaetan, j. anthony brown, afemo omilami, tyreese burnett, brandon hirsch, angela elayne gibbs",charles stone iii,4.748929
Edward Scissorhands,"fantasy, drama, romance","underdog, love sight, hairdresser, small town, scissors, inventor, burglar, unsociability","johnny depp, winona ryder, dianne wiest, alan arkin, anthony michael hall, vincent price, kathy baker, robert oliveri, conchata ferrell, caroline aaron, dick anthony williams, o-lan jones, susan blommaert, linda perri, john davidson, biff yeager, donna pieroni, alan fudge, brett rice, marc macaulay, stuart lancaster, steven brill, gina gallagher, aaron lustig, peter palmer, kathy lockwood, nick carter, tim rerucha",tim burton,47.51363
Me Before You,"drama, romance","england, based novel, depression, small town, wheelchair, caretaker, caregiver, disabled, something, woman director, romantic drama, dead end job, accident","emilia clarke, sam claflin, janet mcteer, charles dance, brendan coyle, jenna coleman, matthew lewis, samantha spiro, steve peacocke, vanessa kirby, ben lloyd-hughes, joanna lumley, lily travers, alan breck, eileen dunwoodie, pablo raybould, gabrielle downey, henri charles, muzz khan, richard goulding, diane morgan, stephen chance, sharon cherry ballard, chuku modu, verity marshall, manuel severi",thea sharrock,53.161905
